,nicd_no,original_no,ecological_zone,locality,village,longitude,latitude,date,temp_indoor,sat_temp,sat_temp_min,sat_temp_max,satelite_outdoor_rh,temp,rh,li,ws,resting_site,material_type,resting_surface,material_colour,movability,morphological_id,molecular_id,sp_elisa,species,blood_source,point_x,point_y,days_count,date_label,mosquito_ID,SDT_24.11,SDT_24.23,SDT_24.90,SDT_24.94,SDT_25.26,SDT_25.43,SDT_25.60,SDT_25.68,SDT_25.71,SDT_26.38,SDT_27.19,SDT_27.27,SDT_27.36,SDT_27.64,SDT_27.90,avg_sim_sat,observed_date_level_SDT,model_predicted_Mean_Temp,mean_simulated_MRST
175,GH373,GH373,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.785,W000-06.591,11/3/2011,30.7,25.71,23.24,29.61,83.54,32.7,70.2,0,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,undetected,-0.097859996,5.886291428,7,3-Nov-11,175,25.43,26.86,28.77,29.84,27.85,30.06,27.35,26.6,27.77,32.87,25.37,34.97,32.07,31.55,29.4,29.12,25.71,29.04048485,29.02047487
176,GH374,GH374,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.786,W000-06.592,11/3/2011,30.7,25.71,23.24,29.61,83.54,32.5,69.8,0,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,undetected,-0.097869996,5.886301428,7,3-Nov-11,176,24.57,25.77,29.17,28.59,30.31,31.61,28.35,29.36,30.21,28.66,29.23,34.72,29.83,31.3,28.82,29.37,25.71,29.04048485,29.08318307
177,GH375,GH375,Coastal Savanna,Gomoa East,Okyereko,N05-24.828,W000-36.284,11/4/2011,31.5,26.38,24.35,29.14,83.07,28.9,75.5,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602158232,5.421280142,8,4-Nov-11,177,27.32,23.94,28.26,26.16,32.26,29.53,26.23,30.44,31.25,28.29,27.37,32.99,33.92,30.38,31.42,29.32,26.38,29.79727695,29.84156714
178,GH377,GH377,Coastal Savanna,Gomoa East,Okyereko,N05-24.829,W000-36.285,11/4/2011,31.5,26.38,24.35,29.14,83.07,30,72.4,0,0,Mosquito net,Polyester,R_2,White,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.602168232,5.421290142,8,4-Nov-11,178,27.99,26.64,32.55,27.47,27.43,28.57,28.25,28.45,27.93,28.18,29.79,27.93,29.65,33.28,34.95,29.27,26.38,29.79727695,29.97455631
179,GH378,GH378,Coastal Savanna,Gomoa East,Okyereko,N05-24.830,W000-36.286,11/4/2011,31.5,26.38,24.35,29.14,83.07,29.8,72.1,0,0,Mosquito net,Polyester,R_2,Yellow,No,gambiae,gambiae,negative,coluzzii,Human,-0.602178232,5.421300142,8,4-Nov-11,179,28.29,25.31,25.64,24.97,28.45,26.27,26.17,29.04,29.81,27.67,35.7,34.28,37.85,34.11,29.98,29.57,26.38,29.79727695,29.50627898
180,GH381,GH381,Coastal Savanna,Gomoa East,Okyereko,N05-24.831,W000-36.287,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.7,69.5,0,0,Mosquito net,Polyester,R_2,Green,Yes,funestus,funestus,negative,funestus,Human,-0.602188232,5.421310142,8,4-Nov-11,180,26.12,26.41,29.6,25.82,32.5,27.37,29.79,31.32,23.25,30.15,31.05,30.31,30.51,33.63,29.99,29.19,26.38,29.79727695,29.78845034
181,GH382,GH382,Coastal Savanna,Gomoa East,Okyereko,N05-24.832,W000-36.288,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.8,69.2,0,0,Mosquito net,Polyester,R_2,Green,Yes,funestus,funestus,negative,funestus,Human,-0.602198232,5.421320142,8,4-Nov-11,181,24.65,24.41,27.91,27.82,27.73,28.61,29.73,28.98,29.22,31.24,28.97,30.21,31.21,30.79,31.45,28.86,26.38,29.79727695,29.81418329
182,GH384,GH384,Coastal Savanna,Gomoa East,Okyereko,N05-24.833,W000-36.289,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.7,70.5,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602208232,5.421330142,8,4-Nov-11,182,30.3,31.46,27.49,23.81,22.21,29.41,30.88,27.64,26.91,33.31,32.87,31.38,29.4,31.15,29.15,29.16,26.38,29.79727695,29.91123139
183,GH385,GH385,Coastal Savanna,Gomoa East,Okyereko,N05-24.834,W000-36.290,11/4/2011,31.5,26.38,24.35,29.14,83.07,30,74.4,0,0,Wall,Cement,R_3,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602218232,5.421340142,8,4-Nov-11,183,26.38,27.33,29.25,24.07,29.78,28.64,29.93,28.86,31.71,26,31.9,30.96,32.68,31.96,33.98,29.56,26.38,29.79727695,29.84150114
184,GH386,GH386,Coastal Savanna,Gomoa East,Okyereko,N05-24.835,W000-36.291,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.7,70.9,29,0,Face Shield,Plastic,R_3,Brown,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602228232,5.421350142,8,4-Nov-11,184,25.13,29.98,25.65,30.85,26.38,28.29,32.79,26.96,31.92,30.76,30.52,29.6,31.36,26.06,30.78,29.14,26.38,29.79727695,30.05821902
185,GH387,GH387,Coastal Savanna,Gomoa East,Okyereko,N05-24.836,W000-36.292,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.9,70.2,4,0,Cup,Plastic,R_3,Yellow,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602238232,5.421360142,8,4-Nov-11,185,26.66,21.05,24.94,26.77,26.11,29.17,27.98,29.25,23.71,29.43,30.16,32.46,32.45,28.78,34.26,28.21,26.38,29.79727695,29.68982063
186,GH388,GH388,Coastal Savanna,Gomoa East,Okyereko,N05-24.837,W000-36.293,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.2,72.5,0,0,Roofing beam,Wood,R_1,White,No,gambiae,gambiae,negative,coluzzii,Human,-0.602248232,5.421370142,8,4-Nov-11,186,26.75,26.27,26.93,23.68,31.98,27.45,23.69,26.83,31.28,30.49,30.36,29.63,32.64,33.15,33.07,28.95,26.38,29.79727695,29.66271197
187,GH389,GH389,Coastal Savanna,Gomoa East,Okyereko,N05-24.838,W000-36.294,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.9,72,0,0,Speaker,Plastic,R_3,Black,No,gambiae,gambiae,negative,coluzzii,Human,-0.602258232,5.421380142,8,4-Nov-11,187,29.93,25.73,32.38,27.9,34.47,27.42,28.98,32.39,27.67,27.29,30.54,29.43,29.04,31.82,33.44,29.9,26.38,29.79727695,29.81722274
188,GH390,GH390,Coastal Savanna,Gomoa East,Okyereko,N05-24.839,W000-36.295,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.7,71.1,0,0,Under Chair,Plastic,R_3,Brown,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602268232,5.421390142,8,4-Nov-11,188,27.44,24.4,28.26,31.38,26.01,25.19,30.49,22.97,28.64,29.91,32.22,30.19,32.91,28.06,27.92,28.4,26.38,29.79727695,29.820213
189,GH391,GH391,Coastal Savanna,Gomoa East,Okyereko,N05-24.840,W000-36.296,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.8,69.6,69,0,Roofing beam,Wood,R_1,Black,No,gambiae,gambiae,negative,coluzzii,Human,-0.602278232,5.421400142,8,4-Nov-11,189,29.06,31.12,28.93,29.78,31.03,30.78,27.94,29.98,31.22,27,31.02,28.96,28.02,34.35,27.44,29.78,26.38,29.79727695,29.93476173
190,GH392,GH392,Coastal Savanna,Gomoa East,Okyereko,N05-24.841,W000-36.297,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.6,68.8,145,0,Wall,Cement,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.602288232,5.421410142,8,4-Nov-11,190,26.02,23.93,27.66,29.24,28.3,28.84,32.32,27.82,30.71,31.4,29.19,31.18,31.28,32.41,31.66,29.46,26.38,29.79727695,30.10596036
191,GH395,GH395,Coastal Savanna,Gomoa East,Okyereko,N05-24.842,W000-36.298,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.8,71.9,4,0,Aluminium Sheet,Aluminium,R_3,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602298232,5.421420142,8,4-Nov-11,191,27.75,28.14,29.27,31.04,28.88,28.52,31.57,33.83,27.05,27.5,32.74,30.57,33.12,29.76,30.64,30.03,26.38,29.79727695,29.95871744
192,GH396,GH396,Coastal Savanna,Gomoa East,Okyereko,N05-24.843,W000-36.299,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.5,71.7,1,0,Roofing beam,Wood,R_1,Black,No,gambiae,gambiae,negative,coluzzii,Human,-0.602308232,5.421430142,8,4-Nov-11,192,26.45,29.42,25.82,26.3,31.5,26.93,30.22,28.44,29.82,29.95,29.02,30.08,27.04,31.25,30.69,28.86,26.38,29.79727695,29.70268683
193,GH399,GH399,Coastal Savanna,Gomoa East,Okyereko,N05-24.844,W000-36.300,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.6,70.5,0,0,Aluminium Sheet,Aluminium,R_3,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602318232,5.421440142,8,4-Nov-11,193,27.46,27.8,30.94,29.94,29.05,28.12,29.09,30.18,27.91,24.63,33.89,31.93,29.83,31.38,31.27,29.56,26.38,29.79727695,29.78522638
194,GH400,GH400,Coastal Savanna,Gomoa East,Okyereko,N05-24.845,W000-36.301,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.5,70.6,0,0,Aluminium Sheet,Aluminium,R_3,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602328232,5.421450142,8,4-Nov-11,194,25.06,25.24,29.54,26.75,26.47,26.09,27.58,29.95,32.08,30.59,28.33,26.37,29.93,30.5,35.4,28.66,26.38,29.79727695,29.80364543
195,GH401,GH401,Coastal Savanna,Gomoa East,Okyereko,N05-24.846,W000-36.302,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.7,69.3,159,0,Curtain,Cotton,R_2,Multicoloured,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.602338232,5.421460142,8,4-Nov-11,195,24.05,29.65,26.17,28.17,27.39,26.18,28.49,29.61,25.23,32.49,32.53,31.42,25.9,30.78,30.39,28.56,26.38,29.79727695,29.91884071
196,GH405,GH405,Coastal Savanna,Gomoa East,Okyereko,N05-24.847,W000-36.303,11/4/2011,31.5,26.38,24.35,29.14,83.07,31.6,71,9,0,Bag,Polythene,R_2,Black,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.602348232,5.421470142,8,4-Nov-11,196,32.08,27.78,28.26,33.55,30.2,24.07,30.05,30.26,31.03,31.66,33.76,32.99,30.41,30.86,30.02,30.47,26.38,29.79727695,29.86422313
197,GH410,GH410,Coastal Savanna,Gomoa East,Okyereko,N05-24.848,W000-36.304,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.7,73.6,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602358232,5.421480142,8,4-Nov-11,197,28.69,24.79,29.86,30.52,22.86,31.11,31.27,33.85,32.42,32.35,33.68,32.94,34.32,32.82,35.46,31.13,26.38,29.79727695,29.64508475
198,GH415,GH415,Coastal Savanna,Gomoa East,Okyereko,N05-24.849,W000-36.305,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.6,74.5,15,0,Wall,Cement,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.602368232,5.421490142,8,4-Nov-11,198,24.2,24,29.48,30.03,31.19,29.03,28.2,31.26,22.71,26.51,30.44,36.22,27.49,33.65,32.06,29.1,26.38,29.79727695,29.79170467
199,GH420,GH420,Coastal Savanna,Gomoa East,Okyereko,N05-24.850,W000-36.306,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.7,73.5,0,0,Orange,Orange,R_1,Green,Yes,gambiae,gambiae,negative,coluzzii,Cow,-0.602378232,5.421500142,8,4-Nov-11,199,25.75,32.43,31.72,25.48,24.73,26.01,27.15,29.48,30.61,29.39,32.39,29.25,28.24,32.56,32.1,29.15,26.38,29.79727695,29.84410319
200,GH422,GH422,Coastal Savanna,Gomoa East,Okyereko,N05-24.851,W000-36.307,11/4/2011,31.5,26.38,24.35,29.14,83.07,30.6,73.5,0,0,Orange,Orange,R_1,Green,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.602388232,5.421510142,8,4-Nov-11,200,24.36,25.72,26.64,26.26,28.59,31.55,34.92,33.35,28.16,29.63,25.52,28.42,29.95,35.46,28.37,29.13,26.38,29.79727695,30.01950634
201,GH423,GH423,Coastal Savanna,Gomoa East,Okyereko,N05-24.852,W000-36.308,11/4/2011,31.5,26.38,24.35,29.14,83.07,33.1,67.4,1,0,Bag,Leather,R_4,Black,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602398232,5.421520142,8,4-Nov-11,201,32.57,22.87,30.83,33.71,28.07,30.24,30.17,30.42,29.31,31.55,31.79,31.59,30.76,32.73,33.33,30.66,26.38,29.79727695,30.0529408
202,GH424,GH424,Coastal Savanna,Gomoa East,Okyereko,N05-24.853,W000-36.309,11/4/2011,31.5,26.38,24.35,29.14,83.07,33.1,67.4,1,0,Bag,Leather,R_4,Black,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602408232,5.421530142,8,4-Nov-11,202,30.42,28.66,30.64,25.52,31.67,30.53,26.72,30.59,28.38,29.39,30.45,26.71,31.16,32,34.35,29.81,26.38,29.79727695,29.78130927
203,GH425,GH425,Coastal Savanna,Gomoa East,Okyereko,N05-24.854,W000-36.310,11/4/2011,31.5,26.38,24.35,29.14,83.07,33.3,67.5,9,0,Shoe,Leather,R_4,Black,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.602418232,5.421540142,8,4-Nov-11,203,26.59,28.12,27.73,28.69,28.99,28.18,31.18,32.03,30.72,29.3,32.17,33.74,31.36,33.26,33.25,30.35,26.38,29.79727695,29.80082421
204,GH426,GH426,Coastal Savanna,Gomoa East,Okyereko,N05-24.855,W000-36.311,11/4/2011,31.5,26.38,24.35,29.14,83.07,33,67.9,178,0,Window frame,Wood,R_1,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.602428232,5.421550142,8,4-Nov-11,204,28.55,24.08,25.76,30.34,28.78,27.7,29.07,29.4,31.29,33.87,30.98,28.26,30.23,30.89,28.72,29.19,26.38,29.79727695,30.00630617
205,GH427,GH427,Coastal Savanna,Gomoa East,Okyereko,N05-24.856,W000-36.312,11/4/2011,31.5,26.38,24.35,29.14,83.07,32.9,68,421,0,Window Netting,Nylon,R_2,Green,No,gambiae,gambiae,negative,coluzzii,Human,-0.602438232,5.421560142,8,4-Nov-11,205,26.23,22.65,25.48,30.64,30.23,28.49,30.92,30.77,30.48,32.45,33.85,31.87,36.63,33,35.03,30.58,26.38,29.79727695,29.67044278
206,GH428,GH428,Coastal Savanna,Gomoa East,Okyereko,N05-24.857,W000-36.313,11/4/2011,31.5,26.38,24.35,29.14,83.07,32.9,68,420,0,Window Netting,Nylon,R_2,Green,No,gambiae,gambiae,negative,coluzzii,Human,-0.602448232,5.421570142,8,4-Nov-11,206,26.08,27.09,29.24,30.81,26.52,29.71,29.04,28.34,28.78,25.53,30.3,29.98,29.82,36.09,30.79,29.21,26.38,29.79727695,29.64410587
207,GH429,GH429,Forest,Adansi Asokwa,Atatam,N06-17.377,W001-27.545,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.8,73.8,0,0,Cieling,Palm Frond,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-1.459445059,6.285434297,9,9-Nov-11,207,25.32,30.13,27.95,27.77,28.06,30.67,28.77,29.31,28.01,28.86,32.49,25.03,27.66,30.72,35.97,29.12,25.68,29.00659864,28.70370942
208,GH432,GH432,Forest,Adansi Asokwa,Atatam,N06-17.378,W001-27.546,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.9,73.9,0,0,Cieling,Palm Frond,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459455059,6.285444297,9,9-Nov-11,208,25.79,28.91,32.44,26.18,31.39,32.58,29.14,29.1,28.7,27.39,30.46,31.43,27.11,33.73,32.64,29.8,25.68,29.00659864,28.92167641
209,GH438,GH438,Forest,Adansi Asokwa,Atatam,N06-17.379,W001-27.547,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.8,72.7,0,0,Cieling,Palm Frond,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-1.459465059,6.285454297,9,9-Nov-11,209,31.24,26.17,29.42,27.43,30.19,27.49,29.92,27.45,28.49,37.01,32.3,28.13,30.42,31.28,32.52,29.96,25.68,29.00659864,28.96153489
210,GH439,GH439,Forest,Adansi Asokwa,Atatam,N06-17.380,W001-27.548,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.5,70.4,0,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459475059,6.285464297,9,9-Nov-11,210,27.1,25.34,27.22,25.98,25.44,26.26,27.44,33.94,29.54,28.6,27.72,33.04,29.59,29.41,36.39,28.87,25.68,29.00659864,28.91243072
211,GH445,GH445,Forest,Adansi Asokwa,Atatam,N06-17.381,W001-27.549,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.9,70.3,0,0,Cieling,Palm Frond,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459485059,6.285474297,9,9-Nov-11,211,27.52,28.03,25.64,29.69,30.08,28.97,27.33,27.65,27.04,32.58,32.18,24.85,33.45,33.97,34.45,29.56,25.68,29.00659864,29.20768604
212,GH451,GH451,Forest,Adansi Asokwa,Atatam,N06-17.382,W001-27.550,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.9,70.2,0,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459495059,6.285484297,9,9-Nov-11,212,27.82,27.75,26.71,30.89,25.19,36.06,28.47,28.14,30.46,30.03,29.77,30.48,30.45,32.33,32.63,29.81,25.68,29.00659864,28.72571642
213,GH459,GH459,Forest,Adansi Asokwa,Atatam,N06-17.383,W001-27.551,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.5,73.1,0,0,Cieling,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459505059,6.285494297,9,9-Nov-11,213,30.22,28.9,28.96,33.33,27.08,27.68,29.33,32.22,26.62,30.06,31.67,28.25,31.1,30.45,29.61,29.7,25.68,29.00659864,28.82487571
214,GH465,GH465,Forest,Adansi Asokwa,Atatam,N06-17.384,W001-27.552,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.5,72.4,0,0,Cieling,Wood,R_1,Normal,No,gambiae,gambiae,positive,gambiae,Human,-1.459515059,6.285504297,9,9-Nov-11,214,25.98,26.41,27.03,29.06,31.47,31.5,28.15,28.96,25.44,31,28.59,33.54,26.98,35.5,33.7,29.55,25.68,29.00659864,28.93330013
215,GH467,GH467,Forest,Adansi Asokwa,Atatam,N06-17.385,W001-27.553,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.5,72.9,0,0,Wall,Mud,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459525059,6.285514297,9,9-Nov-11,215,24.82,29.55,29.37,26.05,23.07,28.13,29.69,31.84,29.67,29.45,32.03,29.04,30.32,26.71,33.38,28.87,25.68,29.00659864,29.2160838
216,GH469,GH469,Forest,Adansi Asokwa,Atatam,N06-17.386,W001-27.554,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.5,71.6,0,0,Cieling,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459535059,6.285524297,9,9-Nov-11,216,31.3,25.35,27.31,30.66,24.21,27.56,26.24,27.53,30.05,31.82,37.97,33.07,30.24,31.07,30.27,29.64,25.68,29.00659864,29.04174099
217,GH475,GH475,Forest,Adansi Asokwa,Atatam,N06-17.387,W001-27.555,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.5,72.8,0,0,Cieling,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459545059,6.285534297,9,9-Nov-11,217,26.16,26.57,27.87,30.37,31.69,27,25.44,28.98,31.53,31.16,34.45,29.67,27.5,30.71,30.98,29.34,25.68,29.00659864,29.03853539
218,GH478,GH478,Forest,Adansi Asokwa,Atatam,N06-17.388,W001-27.556,11/9/2011,28.2,25.68,22.79,29.77,80.33,28.4,72.2,0,0,Cieling,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459555059,6.285544297,9,9-Nov-11,218,25.48,29.17,26.35,27.59,26.55,28.21,33.51,28.4,30.8,25.71,33.09,31.12,28.69,30.9,30.85,29.09,25.68,29.00659864,28.92406057
219,GH483,GH483,Forest,Adansi Asokwa,Atatam,N06-17.389,W001-27.557,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.3,77.3,0,0,Roof,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.459565059,6.285554297,9,9-Nov-11,219,24.23,29.77,32.75,24.39,31.55,32.71,29.88,26.65,29.57,28.45,29.21,34.35,28.78,31.51,27.52,29.42,25.68,29.00659864,29.02228028
220,GH484,GH484,Forest,Adansi Asokwa,Atatam,N06-17.390,W001-27.558,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.4,77,0,0,Roof,Bamboo,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459575059,6.285564297,9,9-Nov-11,220,24.12,22.66,28.93,30.02,28.12,29.46,27.95,28.27,30.72,28.53,31.5,29.15,32.91,35.74,33.16,29.42,25.68,29.00659864,29.01622102
221,GH490,GH490,Forest,Adansi Asokwa,Atatam,N06-17.391,W001-27.559,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.5,76.1,0,0,Clothing,Jeans,R_2,Blue,No,funestus,funestus,negative,funestus,Human,-1.459585059,6.285574297,9,9-Nov-11,221,25.84,27.63,28.69,30.91,29.57,29.91,28.24,27.42,26.66,28.57,30.33,35.22,32.26,26.18,27.9,29.02,25.68,29.00659864,29.0778786
222,GH491,GH491,Forest,Adansi Asokwa,Atatam,N06-17.392,W001-27.560,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.5,76.1,0,0,Clothing,Jeans,R_2,Blue,Yes,gambiae,gambiae,negative,gambiae,Human,-1.459595059,6.285584297,9,9-Nov-11,222,28.73,28.85,24.02,27.45,30.51,30.76,30.82,31.09,26.27,32.38,25.89,33.2,32.59,33.74,32.35,29.91,25.68,29.00659864,28.82007444
223,GH500,GH500,Forest,Adansi Asokwa,Atatam,N06-17.393,W001-27.561,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.4,76.9,0,0,Roofing beam,Bamboo,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459605059,6.285594297,9,9-Nov-11,223,29.93,23.85,29.73,29.47,26.95,33.75,28.41,28.3,26.09,33.41,30.13,33.92,34.32,29.38,27.76,29.69,25.68,29.00659864,28.94051044
224,GH501,GH501,Forest,Adansi Asokwa,Atatam,N06-17.394,W001-27.562,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.4,76.9,0,0,Roofing beam,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459615059,6.285604297,9,9-Nov-11,224,28.95,28.54,25.64,27.5,27.79,30.61,29.38,28.81,29.15,27.56,29.94,25.35,30.12,33.51,33.84,29.11,25.68,29.00659864,28.88467063
225,GH508,GH508,Forest,Adansi Asokwa,Atatam,N06-17.395,W001-27.563,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.9,74.6,5,0,Wooden Plank,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.459625059,6.285614297,9,9-Nov-11,225,26.35,25.36,25.96,29.83,27.52,25.26,28.27,27,30.65,31.11,30.49,30.39,33.78,30.13,33.51,29.04,25.68,29.00659864,28.86172754
226,GH511,GH511,Forest,Adansi Asokwa,Atatam,N06-17.396,W001-27.564,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.7,75,28,0,Clothing,Cotton,R_2,Black,Yes,gambiae,gambiae,negative,gambiae,Human,-1.459635059,6.285624297,9,9-Nov-11,226,27.38,29.84,30.35,27.89,35.37,26.22,27.7,29.53,31.24,26.96,29.42,27.24,30.26,33.31,36.06,29.92,25.68,29.00659864,28.96499937
227,GH514,GH514,Forest,Adansi Asokwa,Atatam,N06-17.397,W001-27.565,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.7,74.9,4,0,Roofing beam,Bamboo,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459645059,6.285634297,9,9-Nov-11,227,25.52,28.68,27.03,27.33,28.84,24.87,30.38,25.09,32.64,28.45,32.29,32.65,33.71,30.68,28.64,29.12,25.68,29.00659864,29.04672969
228,GH516,GH516,Forest,Adansi Asokwa,Atatam,N06-17.398,W001-27.566,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.7,75.6,37,0,Belt,Leather,R_4,Multicoloured,Yes,funestus,funestus,negative,funestus,Human,-1.459655059,6.285644297,9,9-Nov-11,228,25.49,29.24,23.88,28.44,29.68,21.81,29.26,21.85,29.84,30.52,35.37,33.77,27.86,29.74,33.83,28.71,25.68,29.00659864,28.9026767
229,GH524,GH524,Forest,Adansi Asokwa,Atatam,N06-17.399,W001-27.567,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.9,76.7,0,0,Mosquito net,Polyester,R_2,Green,Yes,funestus,funestus,negative,funestus,Human,-1.459665059,6.285654297,9,9-Nov-11,229,29.38,27.66,32.42,27.48,27.71,31.86,32.08,33.57,28.73,29.34,33.52,29.3,29.44,28.24,30.99,30.11,25.68,29.00659864,28.93067316
230,GH525,GH525,Forest,Adansi Asokwa,Atatam,N06-17.400,W001-27.568,11/9/2011,28.2,25.68,22.79,29.77,80.33,27.7,76.7,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,undetected,-1.459675059,6.285664297,9,9-Nov-11,230,24.77,29.46,22.36,26.74,27.95,27.53,26.18,30.84,27.44,28.15,32.31,29.56,33.12,28.8,32.04,28.48,25.68,29.00659864,29.11560261
231,GH529,GH529,Forest,Adansi Asokwa,Atatam,N06-17.401,W001-27.569,11/9/2011,28.2,25.68,22.79,29.77,80.33,31,67.5,0,0,Clothing,Jeans,R_2,Blue,Yes,funestus,funestus,negative,funestus,Human,-1.459685059,6.285674297,9,9-Nov-11,231,31.98,30.72,29.52,27.4,31.88,29.68,28.59,30.55,29.66,26.75,30.85,26.87,34.93,30.34,30.51,30.01,25.68,29.00659864,29.02182848
232,GH530,GH530,Forest,Adansi Asokwa,Atatam,N06-17.402,W001-27.570,11/9/2011,28.2,25.68,22.79,29.77,80.33,30.9,67.6,0,0,Clothing,Jeans,R_2,Blue,Yes,gambiae,gambiae,negative,gambiae,Human,-1.459695059,6.285684297,9,9-Nov-11,232,27.01,32.14,30.59,28.15,27.71,31.59,28.41,23.58,28.88,29.04,30.9,32.72,30.81,31.12,32.52,29.68,25.68,29.00659864,29.0159949
233,GH538,GH538,Forest,Adansi Asokwa,Atatam,N06-17.403,W001-27.571,11/9/2011,28.2,25.68,22.79,29.77,80.33,30.9,65.8,2,0,Wall,Mud,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.459705059,6.285694297,9,9-Nov-11,233,27.75,27.3,26.59,28.67,28.58,27.48,26.31,30.65,28.25,29.92,33.52,34.35,30.1,32.47,28.82,29.39,25.68,29.00659864,29.17175154
